name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Toronto, ON, Canada",2023-03-02T00:00:00,0.9,-2.1,-3.1,74.73,0,0,,0,0,31.3,9.6,311,1006.8,82,14.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2023-03-02T01:00:00,0.9,-3,-3,75.05,0,0,,0,0,20.5,13.3,321,1006.3,100,16.2,0,0,0,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2023-03-02T02:00:00,0.9,-2.6,-3,75.42,0,0,,0,0,18.4,11.3,331,1006.2,91,14.3,0,0,0,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2023-03-02T03:00:00,0.9,-2.6,-2.8,76.3,0,0,,0,0,18.4,11.4,311,1005.9,91,14.3,0,0,0,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2023-03-02T04:00:00,0.8,-4.5,-2.6,78.08,0,0,,0,0,18.4,22,310,1005.8,100,16.2,0,0,0,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2023-03-02T05:00:00,0.7,-5,-2.8,77.14,0,0,,0,0,18.4,25.5,310,1006.9,90,14.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2023-03-02T06:00:00,0.7,-5,-3,76.28,0,0,,0,0,18.4,25.6,310,1007.5,89,14.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2023-03-02T07:00:00,0.7,-4.9,-3.1,75.89,0,0,,0,7.98,20.5,24.1,310,1008.1,100,16.2,1,0,0,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2023-03-02T08:00:00,1,-4.2,-3.1,74.01,0,0,,0,0,22.3,22,290,1008.3,80,14.3,26,0.1,0,10,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2023-03-02T09:00:00,1.8,-2.8,-2.9,71.18,0,0,,0,0,24.1,18.3,299,1008.7,72,14.3,89,0.3,1,10,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
