name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Toronto, ON, Canada",2020-09-21T00:00:00,12.1,12.1,3.2,54.33,0,0,,0,0,,14.4,110,1034.9,0,14.3,0,0,0,,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2020-09-21T01:00:00,12.6,12.6,3.5,53.96,0,0,,0,0,,9.2,122,1034.9,0,14.3,0,0,0,,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2020-09-21T02:00:00,12.4,12.4,3.5,54.65,0,0,,0,0,,3.9,126,1034.8,0,16.2,0,0,0,,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2020-09-21T03:00:00,11.9,11.9,3.9,57.94,0,0,,0,0,,7.6,117,1034.7,0,14.3,0,0,0,,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2020-09-21T04:00:00,12.5,12.5,3.9,56.02,0,0,,0,0,,11.1,108,1034.4,0,14.3,0,0,0,,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2020-09-21T05:00:00,11.6,11.6,3.9,59.38,0,0,,0,0,,2.8,98,1034.5,0,16.2,0,0,0,,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2020-09-21T06:00:00,11.9,11.9,3.7,57.17,0,0,,0,0,,7.5,107,1034.4,0,14.3,0,0,0,,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2020-09-21T07:00:00,10.7,10.7,4,63.1,0,0,,0,0,,9.1,135,1034.8,0.9,14.3,5,0,0,,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2020-09-21T08:00:00,10.3,10.3,4.7,68.5,0,0,,0,0,,1.6,88,1035.1,10,16.2,12,0,0,,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2020-09-21T09:00:00,13.4,13.4,6.2,61.8,0,0,,0,0,,5.4,140,1035,0.9,14.3,27,0.1,0,,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
