name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Toronto, ON, Canada",2022-08-18T00:00:00,20.5,20.5,15.3,72.14,0,0,,0,0,9.7,12.9,302,1015.7,1.5,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-08-18T01:00:00,20.1,20.1,15.8,76.3,0,0,,0,0,11.2,14.5,309,1015.5,0.9,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-08-18T02:00:00,19.9,19.9,16.2,79.41,0,0,,0,0,11.5,7.5,331,1015.1,2,12.4,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-08-18T03:00:00,19.9,19.9,16.5,80.83,0,0,,0,0,13,9.3,309,1014.9,0,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-08-18T04:00:00,19.3,19.3,16.5,83.52,0,0,,0,0,18.7,9.4,301,1014.8,0.9,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-08-18T05:00:00,18.8,18.8,16.3,85.76,0,0,,0,0,19.8,9.5,320,1014.8,2,16.2,0,0,0,3,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-08-18T06:00:00,18.9,18.9,15.8,82.07,0,0,,0,0,15.1,11.2,300,1014.5,1.5,14.3,0,0,0,3,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-08-18T07:00:00,19.5,19.5,15.7,78.71,0,0,,0,0,15.1,12.6,319,1014.9,50,14.3,15,0.1,0,3,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-08-18T08:00:00,20.1,20.1,15.4,74.41,0,0,,0,0,23,17.9,330,1014.9,60,16.2,43,0.2,0,3,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-08-18T09:00:00,22.5,22.5,14.9,62.18,0,0,,0,0,19.1,14.7,319,1014.8,0,14.3,188,0.7,2,10,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-08-18T10:00:00,24.8,24.8,14.4,52.42,0,0,,0,0,18.4,12.9,321,1014.5,0,14.3,479,1.7,5,10,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
