name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Toronto,Ontario,CA",2023-09-23T00:00:00,17.3,17.3,14.1,81.57,0,0,,0,0,22.3,14.5,99,1025,0,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto,Ontario,CA",2023-09-23T01:00:00,17,17,14.2,83.69,0,0,,0,0,18.4,14.4,100,1024.7,0,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto,Ontario,CA",2023-09-23T02:00:00,16.3,16.3,13.6,84.01,0,0,,0,0,18.4,12.7,109,1024.7,1,16.2,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto,Ontario,CA",2023-09-23T03:00:00,16.5,16.5,12.5,77.34,0,0,,0,0,16.6,11,117,1024.4,0,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto,Ontario,CA",2023-09-23T04:00:00,15.3,15.3,12.5,83.23,0,0,,0,0,14.8,11.1,79,1024.1,0,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto,Ontario,CA",2023-09-23T05:00:00,14.9,14.9,12.3,84.48,0,0,,0,0,13,14.5,69,1024.1,4,16.2,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto,Ontario,CA",2023-09-23T06:00:00,15.1,15.1,12.9,86.94,0,0,,0,0,13,16.1,40,1023.9,0,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto,Ontario,CA",2023-09-23T07:00:00,15.1,15.1,13.1,87.86,0,0,,0,0,13,0.4,35,1024.5,0.9,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto,Ontario,CA",2023-09-23T08:00:00,15.3,15.3,13.5,88.64,0,0,,0,0,14.8,16.2,59,1024.9,10,16.2,7,0,0,10,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto,Ontario,CA",2023-09-23T09:00:00,16.1,16.1,13.9,87.24,0,0,,0,0,18.4,17.9,60,1025,0.9,14.3,49,0.2,0,10,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto,Ontario,CA",2023-09-23T10:00:00,18.6,18.6,15.1,79.94,0,0,,0,0,20.5,18,71,1024.8,0.9,14.3,211,0.8,2,10,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto,Ontario,CA",2023-09-23T11:00:00,18.6,18.6,14.1,75.12,0,0,,0,0,22.3,18.2,71,1024.7,40,16.2,179,0.6,2,10,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
