name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Toronto, ON, Canada",2022-04-17T00:00:00,1.2,-2.6,-6.1,58.38,0,0,,0,0,31.7,13.2,340,1018.5,3,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T01:00:00,0.9,-4.4,-6.2,59.04,0,0,,0,0,32,22.2,330,1018.9,16,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T02:00:00,1,-4.3,-6.3,58.09,0,0,,0,0,31.7,22.5,320,1019.1,100,16.2,0,0,0,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T03:00:00,0.7,-4.8,-7,56.41,0,0,,0,0,44.5,24.1,310,1019.2,99,14.3,0,0,0,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T04:00:00,0.6,-4.3,-6.1,60.78,0,0,,0,0,37.1,18.7,320,1019.7,74,14.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T05:00:00,0.1,-4.9,-5.4,66.75,0,0,,0,0,34.2,18.6,319,1020.5,99.4,16.2,0,0,0,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T06:00:00,0,-6,-6,63.99,0,0,,0,0,38.9,25.9,310,1021.5,14,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T07:00:00,-0.2,-6.1,-5.6,67.23,0,0,,0,0,37.1,24.1,300,1022.5,30,14.3,10,0,0,10,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T08:00:00,0.6,-5.6,-6.1,61,0,0,,0,0,39.2,29.4,300,1023.7,10,16.2,28,0.1,0,10,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T09:00:00,2.3,-3.6,-5,58.47,0,0,,0,0,37.1,31.5,310,1024.6,0.9,14.3,265,1,3,10,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T10:00:00,3.4,-1.7,-4.4,56.71,0,0,,0,0,35.3,26,320,1025.3,30,14.3,541,1.9,5,10,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T11:00:00,3.2,-1.4,-6,50.86,0,0,,0,0,27,22.3,339,1026,31.9,16.2,581,2.1,6,10,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T12:00:00,5.1,2,-6.2,43.91,0,0,,0,0,18.4,14.8,359,1026,50,14.3,628,2.3,6,10,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T13:00:00,5.9,2.5,-6.2,41.28,0,0,,0,0,17.3,18,331,1026,8,14.3,612,2.2,6,10,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T14:00:00,6.2,2.4,-6.9,38.45,0,0,,0,0,18.7,22.1,320,1025.8,88.8,16.2,163,0.6,2,10,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T15:00:00,7.5,4.6,-7.5,33.67,0,0,,0,0,9,16.6,291,1025.7,50,14.3,267,1,3,10,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T16:00:00,6.1,2.3,-2.2,55.24,0,0,,0,0,22.3,22,195,1026.1,30,14.3,218,0.8,2,10,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T17:00:00,5.7,1.9,-2.8,54.47,0,0,,0,0,25.9,20.2,194,1026.4,30,16.2,77,0.3,1,10,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T18:00:00,6.1,2.7,-5.2,44.25,0,0,,0,0,22.3,18,204,1026.8,30,14.3,68,0.2,1,10,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T19:00:00,6,3.1,-4.4,47.4,0,0,,0,0,22.3,14.3,191,1027.1,49.4,14.3,19,0.1,0,10,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T20:00:00,5.5,2.7,-3.1,53.78,0,0,,0,0,24.1,12.8,228,1027.2,49.4,16.2,11,0,0,10,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T21:00:00,4.8,3.1,-3.3,55.83,0,0,,0,0,18.4,7.5,52,1027.3,0.9,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T22:00:00,4.7,2.5,-2.6,59.4,0,0,,0,0,8.3,9.3,272,1027.5,0,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-17T23:00:00,3.6,0.7,-1.1,71.37,0,0,,0,0,8.3,11.2,243,1027.7,0,16.2,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-18T00:00:00,3.7,1.7,-4.4,55.69,0,0,,0,0,13,7.6,301,1027.6,0,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-18T01:00:00,3.3,0.8,-5.9,50.89,0,0,,0,0,20.5,9.3,50,1027.6,0,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-18T02:00:00,2.7,-1.2,-6.3,51.51,0,0,,0,0,18.7,16.1,36,1027.7,0,16.2,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-18T03:00:00,2.7,-2.4,-6,52.57,0,0,,0,0,18,25.2,50,1027.1,0,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-18T04:00:00,2.1,-3.2,-6.1,54.55,0,0,,0,0,21.6,25.3,50,1026.7,0,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-18T05:00:00,2.1,-2.8,-5.6,56.92,0,0,,0,0,23.4,21.7,49,1026.4,1,16.2,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-18T06:00:00,1.8,-4,-5.2,59.76,0,0,,0,0,24.8,28.7,50,1025.6,0,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-18T07:00:00,1.9,-3.9,-4.7,61.58,0,0,,0,0,34.6,28.8,51,1024.9,0.9,14.3,18,0.1,0,10,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-18T08:00:00,3.7,-2.1,-1.8,67.53,0,0,,0,0,35.6,34.7,61,1024.5,40,16.2,46,0.2,0,10,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-18T09:00:00,4.3,-1.6,-0.1,73.36,0,0,,0,0,36,39.8,71,1023.7,1.5,14.3,246,0.9,2,10,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-18T10:00:00,4.6,-1.6,-0.5,69.53,0,0,,0,0,31.3,45.4,61,1022.9,0,14.3,495,1.8,5,10,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-18T11:00:00,4.7,-1.4,-0.4,69.3,0,0,,0,0,47.9,45.6,61,1021.2,90,16.2,433,1.6,4,10,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-18T12:00:00,5.9,0.3,0.4,68.01,0,0,,0,0,40.7,43.9,61,1020.5,0,14.3,449,1.6,4,10,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-04-18T13:00:00,5,-1,-0.9,65.66,0,0,,0,0,35.3,45.4,61,1019.5,0,14.3,329,1.2,3,10,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
