name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Toronto, ON, Canada",2022-09-28T00:00:00,12.9,12.9,10.9,87.73,0.001,100,rain,0,0,38.9,18.5,320,1015.1,41,14.3,0,0,0,10,"Rain, Partially cloudy",rain,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T01:00:00,12.6,12.6,10.4,85.98,0,0,,0,0,31.7,18.6,321,1015.6,35,14.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T02:00:00,12.3,12.3,9.9,85.41,0.192,100,rain,0,0,32.8,16.8,330,1016,99.4,16.2,0,0,0,10,"Rain, Overcast",rain,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T03:00:00,11.9,11.9,9.8,86.9,0,0,,0,0,33.5,18.4,321,1016.5,0,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T04:00:00,12.1,12.1,9.8,85.53,0,0,rain,0,0,31.3,16.7,330,1017.1,45,14.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T05:00:00,12.2,12.2,9.7,84.95,0,0,,0,0,31.7,16.8,321,1018,99.7,16.2,0,0,0,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T06:00:00,11.9,11.9,9.5,85.31,0,0,,0,0,31.3,20.4,320,1018.8,100,14.3,0,0,0,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T07:00:00,11.8,11.8,9.3,84.89,0,0,,0,0,31.3,15,330,1019.8,50,14.3,1,0,0,10,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,E5954,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T08:00:00,11.9,11.9,9.5,85.35,0,0,,0,0,34.2,15,321,1020.9,99.7,16.2,24,0.1,0,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T09:00:00,12,12,9.2,82.79,0,0,,0,0,31.3,13.3,331,1021.6,100,14.3,72,0.3,1,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T10:00:00,12.2,12.2,8.9,80.4,0,0,,0,0,24.1,25.8,321,1022.7,100,14.3,131,0.5,1,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T11:00:00,12.6,12.6,8.7,77.04,0,0,,0,0,21.6,18.5,340,1023.8,100,16.2,100,0.4,1,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T12:00:00,12.5,12.5,8.5,76.61,0,0,,0,0,33.5,15.1,359,1024.4,100,14.3,186,0.7,2,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T13:00:00,13.1,13.1,7.9,70.57,0,0,,0,0,23,20.6,331,1024.9,100,14.3,104,0.4,1,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T14:00:00,12.9,12.9,7.5,69.27,0,0,,0,0,33.5,16.9,340,1025.7,99.7,16.2,151,0.5,2,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T15:00:00,13.5,13.5,7.2,65.81,0,0,,0,0,20.5,18.6,330,1025.9,100,14.3,148,0.5,1,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T16:00:00,13.3,13.3,7.3,67.04,0,0,,0,0,24.5,27.5,330,1026.5,100,14.3,123,0.4,1,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T17:00:00,13.1,13.1,6.4,63.91,0,0,,0,0,21.6,20.6,331,1027,99.7,16.2,68,0.2,1,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T18:00:00,13,13,6.5,64.59,0,0,,0,0,37.1,18.7,331,1027.2,100,14.3,36,0.1,0,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T19:00:00,13,13,6.6,64.98,0,0,,0,0,33.5,20.6,331,1027.8,100,14.3,9,0,0,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T20:00:00,12.9,12.9,5.7,61.6,0,0,,0,0,21.6,11.6,350,1028.4,100,16.2,0,0,0,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T21:00:00,12.5,12.5,7.5,71.56,0,0,,0,0,35.3,29.1,311,1029.1,100,14.3,0,0,0,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T22:00:00,12.2,12.2,7.2,71.5,0,0,,0,0,33.5,24.1,321,1029.5,100,14.3,0,0,0,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-28T23:00:00,12,12,7.2,72.26,0,0,,0,0,30.6,22.3,320,1030.2,100,16.2,0,0,0,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-29T00:00:00,11.9,11.9,6.9,71.49,0,0,,0,0,33.5,16.5,321,1030.6,100,14.3,0,0,0,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-29T01:00:00,11.4,11.4,5.2,65.77,0,0,,0,0,35.3,7.8,349,1030.9,1,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-29T02:00:00,10.3,10.3,5.3,71.32,0,0,,0,0,17.3,11.2,330,1030.9,90,16.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-29T03:00:00,9.8,8,5.4,74.19,0,0,,0,0,18,12.8,320,1031.3,0,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-09-29T04:00:00,10.6,10.6,5.9,72.64,0,0,,0,0,14.8,12.9,320,1031.4,0,14.3,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
