name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Toronto, ON, Canada",2020-12-11T00:00:00,4,2.1,1.5,83.69,0,0,,0,0.02,,7.6,111,1017.3,89.8,11,0,0,0,,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2020-12-11T01:00:00,4.1,4.1,2,86.23,0,0,,0,0.02,,2.8,121,1016.5,51.2,11.9,0,0,0,,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2020-12-11T02:00:00,4.3,2.5,1.9,84.44,0,0,,0,0.01,,7.5,101,1016.1,63.6,13.9,0,0,0,,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2020-12-11T03:00:00,3.8,1.9,1.6,85.55,0,0,,0,0.01,,7.5,92,1015.7,96.4,12.9,0,0,0,,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2020-12-11T04:00:00,3.7,3.7,1.5,85.98,0,0,,0,0.01,,1.6,73,1015.2,90.3,10.9,0,0,0,,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2020-12-11T05:00:00,3.1,1.8,1.3,87.98,0,0,,0,0.01,,5.3,61,1015.3,30,6,0,0,0,,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2020-12-11T06:00:00,3.5,2.3,2.2,91.1,0,0,,0,0,,5.4,84,1015.1,50,7.9,0,0,0,,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2020-12-11T07:00:00,3.4,3.4,1.9,90.15,0,0,,0,0,,1.6,73,1014.9,31.5,5.9,0.5,0,0,,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2020-12-11T08:00:00,3.8,2.6,2.4,90.24,0,0,,0,0,,5.4,57,1015.1,95.2,5,11,0,0,,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2020-12-11T09:00:00,4.5,3.4,2.5,86.82,0,0,,0,0,,5.3,72,1015.5,0,5.1,43,0.2,0,,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
