name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Toronto, ON, Canada",2021-05-24T00:00:00,16.8,16.8,7.9,55.65,0,0,,0,0,,16.2,69,1023,0,14.3,0,0,0,,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2021-05-24T01:00:00,16.1,16.1,8.1,58.91,0,0,,0,0,,16.4,71,1023.3,0,14.3,0,0,0,,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2021-05-24T02:00:00,15.3,15.3,5.8,52.86,0,0,,0,0,,6.7,61,1023.1,40,16.2,0,0,0,,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2021-05-24T03:00:00,14.7,14.7,2.9,45.18,0,0,,0,0,,20.3,61,1023.3,0,14.3,0,0,0,,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2021-05-24T04:00:00,14.3,14.3,2,43.42,0,0,,0,0,,20.3,70,1023.3,50,14.3,0,0,0,,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2021-05-24T05:00:00,13.6,13.6,2.2,46.19,0,0,,0,0,,7.3,61,1023.7,90,16.2,0.1,0,0,,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2021-05-24T06:00:00,13.3,13.3,2.7,48.72,0,0,,0,0,,16.4,71,1023.9,0,14.3,11,0,0,,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2021-05-24T07:00:00,13.1,13.1,3.9,53.43,0,0,,0,0,,21.9,71,1024.6,0,14.3,40,0.1,0,,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2021-05-24T08:00:00,13.6,13.6,4.3,53.43,0,0,,0,0,,6.2,71,1024.8,80,16.2,90,0.3,1,,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2021-05-24T09:00:00,13.8,13.8,4.9,54.76,0,0,,0,0,,20.4,71,1024.8,0,14.3,197,0.7,2,,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2021-05-24T10:00:00,15.1,15.1,5.3,51.8,0,0,,0,0,,22.1,70,1024.8,0.9,14.3,554,2,6,,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
