name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Toronto, ON, Canada",2022-07-08T00:00:00,20.8,20.8,13.8,63.9,0,0,,0,0,2.5,4.7,322,1016.1,0,24,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO"
"Toronto, ON, Canada",2022-07-08T01:00:00,20.1,20.1,14,67.84,0,0,,0,0,5,8.6,41,1016.1,30,24,0,0,0,10,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO"
"Toronto, ON, Canada",2022-07-08T02:00:00,19.3,19.3,14,71.29,0,0,,0,0,3.6,5.4,312,1015.7,10,24,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO"
"Toronto, ON, Canada",2022-07-08T03:00:00,18.5,18.5,14.2,75.91,0,0,,0,0,3.2,5.2,263,1015.9,50,24,0,0,0,10,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO"
"Toronto, ON, Canada",2022-07-08T04:00:00,18.2,18.2,14.7,80.13,0,0,,0,0,6.5,6.5,249,1015.8,0,24,0,0,0,10,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO"
"Toronto, ON, Canada",2022-07-08T05:00:00,19.1,19.1,15.1,77.6,0,0,,0,0,6.1,3.6,242,1016.1,90,24,0,0,0,10,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO"
"Toronto, ON, Canada",2022-07-08T06:00:00,19.6,19.6,14.6,72.84,0,0,,0,0,4.3,2.6,287,1016.4,50,24,11,0,0,10,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,CXTO"
"Toronto, ON, Canada",2022-07-08T07:00:00,19.9,19.9,15.3,75.18,0,0,,0,0,9,7.8,254,1016.9,6,24,134,0.5,1,10,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,CXTO"
"Toronto, ON, Canada",2022-07-08T08:00:00,21.7,21.7,13.8,61.01,0,0,,0,0,15.5,8.3,273,1017.3,80,24,314,1.1,3,10,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,CXTO"
"Toronto, ON, Canada",2022-07-08T09:00:00,23.2,23.2,14,56.45,0,0,,0,0,11.5,4.4,266,1017.4,4,24,492,1.8,5,10,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,CXTO"
"Toronto, ON, Canada",2022-07-08T10:00:00,24.3,24.3,15.5,57.81,0,0,,0,0,10.4,11.3,286,1017.1,15,24,655,2.4,7,10,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,CXTO"
"Toronto, ON, Canada",2022-07-08T11:00:00,24.5,24.5,16.1,59.61,0,0,,0,0,14.4,12.7,186,1017,51.2,16.2,786,2.8,8,3,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-07-08T12:00:00,24.3,24.3,14.9,55.69,0,0,,0,0,12.6,11.1,162,1017.1,30,14.3,882,3.2,9,3,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-07-08T13:00:00,23.7,23.7,14.1,55.01,0,0,,0,0,14,7.8,110,1016.8,50,14.3,161,0.6,2,10,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2022-07-08T14:00:00,24.8,24.8,15.8,57.37,0,0,,0,0,5,12.9,53,1016.9,32.2,16.2,248,0.9,2,3,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
