name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Toronto, ON, Canada",2023-01-20T00:00:00,2.2,-2.5,0.9,91.32,0.001,100,rain,0,0,7.6,20,53,999.8,94,13.6,0,0,0,10,"Rain, Overcast",rain,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2023-01-20T01:00:00,1.8,-0.4,0.9,93.52,0.727,100,"rain,snow",0,0,7.6,7.6,71,999.8,100,4.9,0,0,0,10,"Snow, Rain, Overcast",rain,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2023-01-20T02:00:00,2.3,2.3,0.9,90.51,0.448,100,rain,0,0,9.4,0.4,220,1000.3,98,10.8,0,0,0,10,"Rain, Overcast",rain,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2023-01-20T03:00:00,2.2,2.2,0.9,91.33,0.407,100,rain,0,0,13,3.7,194,1001,99,5.9,0,0,0,10,"Rain, Overcast",rain,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2023-01-20T04:00:00,2.2,0.7,1,92.08,0.176,100,rain,0,0,14.8,5.4,94,1001,99.7,8.8,0,0,0,10,"Rain, Overcast",rain,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2023-01-20T05:00:00,1.6,1.6,1.3,97.77,0.197,100,"rain,snow",0,0,14.8,3.7,198,1001.4,100,5,0,0,0,10,"Snow, Rain, Overcast",rain,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2023-01-20T06:00:00,2.3,2.3,1.4,93.6,0,0,,0,0,14.8,3.7,249,1001.9,100,9.8,0,0,0,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2023-01-20T07:00:00,2.6,-0.8,1.7,94.19,0.389,100,rain,0,1,16.6,12.9,298,1002.6,99.7,11.2,0,0,0,10,"Rain, Overcast",rain,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2023-01-20T08:00:00,3.3,0,2,90.97,0,0,,0,0,18.4,13.1,298,1003.6,99,11.4,3,0,0,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,E5954,CXTO,71265099999"
"Toronto, ON, Canada",2023-01-20T09:00:00,2.9,-2.8,-0.1,80.78,0,0,,0,0,20.5,31.5,320,1005.2,98,14.3,12,0,0,10,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
