name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Toronto, ON, Canada",2021-03-03T00:00:00,0.9,-6.2,-7.1,55.08,0,0,,0,0.13,37.1,39.9,240,1011.6,41.7,14.3,18,0.1,0,,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,F3871,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T01:00:00,1,-2,-7.1,54.65,0,0,,0,0.13,40.7,9.6,249,1011.4,99.4,16.2,18,0.1,0,,Overcast,cloudy,"71624099999,71432099999,71508099999,F3871,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T02:00:00,1.1,-3.9,-7.2,53.87,0,0,,0,0.13,38.9,20.5,250,1012,0,14.3,18,0.1,0,,Clear,clear-night,"71624099999,71432099999,71508099999,F3871,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T03:00:00,1,-4,-6.8,55.81,0,0,,0,0.13,34.2,20.4,240,1011.6,0,14.3,18,0.1,0,,Clear,clear-night,"71624099999,71432099999,71508099999,F3871,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T04:00:00,0.2,-2.1,-6.7,60.12,0,0,,0,0.13,,6.7,259,1011.1,40,16.2,18,0.1,0,,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,F3871,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T05:00:00,0,-4.9,-6.3,62.41,0,0,,0,0.13,,18,250,1011.5,1.5,14.3,18,0.1,0,,Clear,clear-night,"71624099999,71432099999,71508099999,F3871,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T06:00:00,-0.2,-4.9,-6.1,64.78,0,0,,0,0.13,,16.1,250,1011.6,0.9,14.3,2.9,0,0,,Clear,clear-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T07:00:00,-0.1,-0.1,-5.9,65.13,0,0,,0,0.13,,4.5,250,1011.8,30,16.2,9,0,0,,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T08:00:00,0.2,-4.1,-5.3,66.68,0,0,,0,0.13,,14.6,250,1011.7,0.9,14.3,31,0.1,0,,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T09:00:00,1.9,-1.4,-4.9,60.71,0,0,,0,0,,11.4,241,1011.6,0.9,14.3,125,0.5,1,,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T10:00:00,3.9,3.9,-3.9,56.82,0,0,,0,0,,4.6,251,1011.5,3.3,16.2,217,0.8,2,,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T11:00:00,4.8,1.6,-2.9,57.42,0,0,,0,0,,14.7,260,1011.1,0,14.3,244,0.9,2,,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T12:00:00,6.3,3.4,-2.9,51.81,0,0,,0,0,,14.8,232,1011.2,0.9,14.3,592,2.1,6,,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T13:00:00,7,6.1,-2.4,51.32,0,0,,0,0,,5.6,214,1010.7,10,16.2,320,1.2,3,,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T14:00:00,7.5,4.2,-1.9,51.22,0,0,,0,0,,20.4,233,1010.3,49.4,14.3,73,0.3,1,,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T15:00:00,7.7,4.3,-1.6,51.57,0,0,,0,0,,22.1,260,1010.3,1.5,14.3,78,0.3,1,,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T16:00:00,7.4,6.2,-2,51.64,0,0,,0,0,,6.8,280,1010.9,50,16.2,110,0.4,1,,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T17:00:00,6.5,3.1,-2.1,54.26,0,0,,0,0,,18.5,319,1011.5,1.5,14.3,43,0.2,0,,Clear,clear-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T18:00:00,6,2.8,-2.1,56.06,0,0,,0,0,,16.7,271,1012,43.1,14.3,17,0.1,0,,Partially cloudy,partly-cloudy-day,"71624099999,71432099999,71508099999,CWWZ,F0888,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T19:00:00,4.2,3,-1.9,64.62,0,0,,0,0,,5.6,330,1013.3,99.7,16.2,0,0,0,,Overcast,cloudy,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T20:00:00,2.9,-1.4,-3.2,64.19,0,0,,0,0,,18.5,321,1014,34,14.3,0,0,0,,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T21:00:00,2.8,-0.4,-3.9,61.52,0,0,,0,0,35.3,11.5,330,1014.4,30.7,14.3,0,0,0,,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T22:00:00,2.1,2.1,-4.3,62.48,0,0,,0,0,,4.1,311,1014.5,51.2,16.2,0,0,0,,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-03T23:00:00,1.9,-1.8,-4.2,63.89,0,0,,0,0,,13.3,311,1014.6,30.6,14.3,0,0,0,,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
"Toronto, ON, Canada",2021-03-04T00:00:00,1.9,-1,-3.5,67.43,0,0,,0,0,,9.7,311,1015.1,28.3,14.3,0,0,0,,Partially cloudy,partly-cloudy-night,"71624099999,71432099999,71508099999,CWWZ,CXTO,71265099999"
